,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
307,CL,1,6746155,4453702,"70,06","77,07",5,"0,12","20,17","91,03","0,04","5,349999999999994","84,62","13,02","0,6299999999999955","67,34","1,74","59,39","62,24","18,78","60,69",100,6,"6,9","-2,55","26,47","4,7","21,77",7,"22,64","93,95",100,"15,37","88,45","87,19","491,15","99,88","98,74","16,85","93,96","62,96",error,"96,14",100,"3,3","54,94","56,46","3,1","43,14","73,73","11,3","59,81","56,64",3,"26,54","35,260000000000005","68,22","24,73","26,909999999999997",0,"26,54","35,39","68,22","29,33","33,120000000000005",71,"118,58","0,29000000000000625","80,81","4,08","20,439999999999998","77,78","26,71","33,790000000000006","77,18","22,26","30,980000000000004","93,53","19,79","37,82","59,92","17,33","32,459999999999994","59,98","4,42","17,120000000000005","76,72","5,9","20,909999999999997","99,53","29,28","34,150000000000006","60,16","1,09","23,900000000000006","83,33","0,7","28,53","85,9",88,"44,29",100,"28,73","67,44",100,"68,45","67,84","46,14","2,16","54,21","75,9","0,57","29,700000000000003","79,25","3,2","56,86",100,"2,18","49,06",0,"2,53","53,34","75,51",1,"89,84","51,43",error,error,error,"2,39","25,129999999999995","76,83",error,error,error,"1,09","45,96","83,07",error,error,error,error,error,error,error,"52,43","77,36",error,"48,67","65,44"
308,CLDR,0,0,0,"4,74","4,97",error,"0,66",100,100,"0,47",100,88,"0,6",100,"97,87","-14,58",100,100,error,error,error,6,"1,46","-3,22","-6,17","7,04","-13,21",error,"-14,43",100,100,"-15,73",100,100,"-11,42",100,100,"-6,06",100,100,error,100,100,"-4,1",100,100,"58,9",100,100,45,100,100,error,"28,57",error,error,"28,57",100,0,error,error,error,error,error,error,"4,26",100,"61,72","5,3",100,"46,93","23,94",100,"99,76","23,07",100,"95,9","-38,05",100,100,"-108,47",100,100,"5,49",100,"49,17",error,error,error,error,error,error,"1,18",100,100,"1,18",100,100,error,error,error,"76,41",100,100,"5,49",100,100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-26,1",100,100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,100,100,error,error,error
309,CLDT,1,265868,299954,"0,6710499999999999","1,22 Bil  Price-to-FFO: 0  PB Ra",3,"0,03","27,930000000000007",100,"0,57","62,24","72,22","0,7","57,74","43,05","8,43","40,76","98,1",error,error,error,6,"0,6","-2,27","-1,9","9,2","-11,1",5,"-14,6","6,079999999999998","69,91",-6,"17,730000000000004","46,21","-1,71","18,03","63,44","-0,75","17,42","63,25",error,"30,36","81,1","-25,7","5,019999999999996",100,"-68,4","1,5699999999999932",100,error,error,error,4,"32,34",error,error,error,error,error,error,error,error,"25,6","34,44","67,12","0,82","73,03","65,56","3,76","81,06","60,04","63,41",error,error,"63,41",7,"72,46000000000001","91,61","7,769999999999996","81,17","18,15","57,95","97,37","6,92","85,53999999999999","43,91",error,error,error,"32,34",25,"89,36","1,15","52,31","93,94","1,15","54,62","93,94",error,error,error,"5,59","84,12","75,16","71,79","35,900000000000006","60,02",error,error,error,error,error,error,-45,"9,36",100,error,error,error,error,error,error,"-1,2","66,67",100,"0,83","73,8","65,38","0,54","83,2",44,error,error,error,"1,37",32,"53,17",error,error,error,error,error,error,error,"21,39","59,06",error,"6,280000000000001","94,77"
310,CLF,1,20455523,17625814,"10,30","16,33",4,"0,01","4,030000000000001",100,"0,22","11,930000000000007","75,16","1,34","12,61","78,84","1,38","64,5","99,59","9,27","40,77","80,17",7,"2,19","0,47","17,95","12,93","5,02",6,"17,52","84,5","49,77","12,44","80,68","86,31","86,73","97,56",100,"13,79","81,83",83,error,"74,34","46,99","30,4","96,03","94,14","-5,5","40,69","88,73",error,error,error,7,"5,31","67,68","96,4","3,61","83,64",0,"5,31","67,53999999999999","96,63","10,31","51,2","84,65","2,56","16,980000000000004","81,07","0,65","43,74","79,39","15,81","34,44","99,4","8,29","44,28","91,05","5,08","66,34","94,97","4,02","70,92","99,08","0,91","41,61",100,error,error,error,error,error,error,"2,18","69,82","71,86","0,81","39,8","90,93","96,66","36,2","48,05","33,2","66,03999999999999","65,17","39,64","43,78","69,47",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-17,1","12,590000000000003","78,53","3,75","9,599999999999994","69,31","1,91","21,340000000000003","91,94",error,error,error,"0,73","80,17","87,82","0,88","35,03","48,98","0,94","31,189999999999998","93,54",error,"71,8","96,18",error,"55,08","77,8"
311,CLH,"2,5",264916,352838,"5,17","6,23",5,"0,42","46,23","91,12","0,34","34,72","68,63","1,16","25,620000000000005","54,36","2,76",55,44,"4,4","33,33","75,71",9,"2,79","-2,66","7,89","9,53","-1,6399999999999997",7,"9,4","48,53","78,28","5,56",50,"89,19","14,09","71,07","94,47","4,6","60,28","71,32",error,"55,92","63,36","3,1","51,87","75,85","8,7","45,78","62,12","11,2","50,35","73,25",4,"27,02","30,67","98,74","23,01","57,14",0,"27,02","30,67","98,78","17,78","46,74","98,57","3,55","26,5","69,36","1,5","57,27","69,17","18,28",43,"95,1","10,88","52,9","64,96000000000001","18,79","36,77","80,89","10,02","59,64","43,79","1,77","60,89","69,9","4,03","20,25","99,33","60,89","24,049999999999997","46,34","2,41","70,7","61,51","2,1","71,16","45,71","34,1","43,75","87,16","67,01","52,48","65,42","35,75",26,100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,1,"93,65","96,17","9,34","14,810000000000002","96,08","1,74","38,54","79,42",error,"5,560000000000002","99,26","1,34","42,5","84,4","2,59","22,58","66,8","3,35","15,129999999999995","88,23",error,"54,21","54,78",error,"69,09","46,46"
312,CLOV,0,12351211,16388807,"1,36","1,06",4,"15,53","82,61","85,38","0,43","56,52","45,05","0,07","80,95",70,"-0,07",error,100,error,error,error,N/A,"-0,76",0,"-75,82","11,58","-87,39999999999999",1,-81,"5,560000000000002",100,"-74,5","8,700000000000003",100,"-75,75","4,349999999999994",100,"-40,84",0,100,error,0,100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"3,11","34,78",100,"2,28","26,090000000000003",100,error,error,error,error,error,error,"-2,42",error,"99,72","-2,42",error,"99,72","1,89","30,430000000000007","99,72",error,error,error,error,error,error,"2,43","72,22","58,44","2,43","72,22","58,44",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,3,"42,86",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"8,329999999999998","86,4",error,error,error
313,CLR,1,2008372,1584600,"19,06","23,16",4,"0,15","29,590000000000003",100,"0,44","48,01","60,61","0,7","38,59","80,67","1,41","69,44","91,16","5,57","45,24","51,99",8,"2,52","-2,31","7,71","19,06","-11,349999999999998",7,"30,23","82,61","69,19","17,84","80,3","78,45","12,92","75,03","61,19","5,54",75,"67,98",error,"62,08","43,96",-5,"53,08","71,33","-12,7","32,209999999999994","70,83",error,error,error,7,"23,07","28,799999999999997","88,96000000000001","8,53","57,5",0,"23,07","29,150000000000006","88,96000000000001","15,15","40,55","95,46","2,79","24,849999999999994","67,05","4,09","21,510000000000005","84,17","10,78","45,98","98,64","5,87","56,47","72,99","17,29","33,540000000000006","86,57","6,86","58,97","92,21","4,98","23,950000000000003",86,3,"25,370000000000005","69,35","38,74","16,540000000000006","51,36","1,41","52,45","73,28","1,32","58,16","82,47","10,27","77,73",100,"54,93","41,55","79,15","52,82","46,37",100,"0,88","14,519999999999996","71,84","0,12","84,71000000000001",100,error,error,error,"1,54",23,0,"0,88","18,939999999999998","71,84","0,9","86,3","98,33","2,78","26,650000000000006","82,57","1,81","26,510000000000005","99,94",error,error,error,"0,74","64,55","46,72","2,43","14,599999999999994","67,06","1,69","29,319999999999993","85,64",error,"62,86","68,87",error,"65,66","80,57"
314,CLSK,1,1471425,1823447,"0,30795999999999996","0,29901",7,"17,94","68,17","99,82","0,96","98,15","99,93","0,01","92,34","85,84","-0,26",error,"81,28999999999999",error,error,error,5,"16,8","2,53","-11,06","27,79","-38,85",1,"-31,74","21,069999999999993",100,"-44,12","19,36",100,"-11,36","28,959999999999994",100,"-10,82","26,97","99,69",error,"34,47","99,95","115,4","98,53","88,22","70,7","94,9",100,62,"91,42","98,57",error,"5,27",error,error,"5,27","98,97",0,error,error,error,error,error,error,"0,92","91,3","99,85","5,09","38,01","99,97",error,error,error,error,error,error,"-12,43",error,"97,42","-29,43",error,"96,24","5,43","35,75","99,98",error,error,error,error,error,error,"5,74","85,73","58,49","5,47","85,34","60,45","42,33","34,09",100,"12,96","95,14","99,31","122,79","72,87","97,88",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-116,8","4,599999999999994",100,"1,02","91,77",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"19,47","97,29",error,error,error
315,CLX,"2,5",1142012,1271372,"22,24","25,95",4,"0,07","14,480000000000004","99,89","0,06","5,790000000000006","74,44","8,78","1,0699999999999932","60,67","3,7","33,8",100,"9,83","46,97","56,46",5,"3,97","-2,65","15,32","2,22","13,1",8,"13,46","80,35",100,"6,04","62,64",100,"57,18","97,65",100,"6,69","70,28999999999999",100,error,"85,99",100,"7,4","69,82","54,87","-1,4","34,599999999999994","70,05","-3,8","36,59","85,32",2,"52,34","14,89","95,83","33,93","12,450000000000003",0,"52,34","14,909999999999997","95,8","89,51","11,040000000000006","96,38","60,43","0,7000000000000028","78,96000000000001","3,15","24,89","52,61","36,82","24,269999999999996","94,7","24,43","28,709999999999994","94,29","38,4","16,019999999999996","94,15","28,93","18,230000000000004","93,77","3,5","20,400000000000006","50,88","32,71","4,090000000000003","60,25","30,65","30,870000000000005","52,36","0,69","9,049999999999997","89,3","0,39","10,659999999999997","96,86","57,42","67,18",100,"32,33","61,27","83,61","114,72","84,01",100,"2,5","60,31","59,43","1,28","6,310000000000002",100,"8,5","71,2","87,23","2,56","57,19",0,"3,71","69,12","59,23","1,4","93,07","65,22",error,error,error,"2,82","19,97","84,12",error,"7,459999999999994",100,"1,1","42,81","90,73",error,error,error,error,error,error,error,"35,870000000000005","98,11",error,"45,34","82,67"
316,CMA,1,1664247,1269714,"13,05",-7307398000.00,3,"8,32","77,89",100,"0,08","34,08","77,78","0,36","62,09","96,43","1,06","57,5",100,N/A,error,error,6,0,"-2,4",0,"8,18","-8,18",5,error,error,error,"42,37","88,9",100,"13,95","78,46000000000001","79,09","1,29","71,65","61,4",error,error,error,"6,6","60,01","73,16",error,error,error,"-7,6","27,400000000000006","63,25",3,"12,24","41,78","67,49000000000001","17,15","11,159999999999997",0,"12,24","42,15","67,49000000000001","19,43","16,75","86,39","1,77","15,269999999999996","74,56","5,12","20,53","76,83",41,"3,25","64,41","33,29","6,090000000000003","54,33",error,error,error,error,error,error,"-2,72",error,"87,24","2,45","30,25","99,48","20,58","21,209999999999994","62,12",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,74","47,76","78,28","0,34","37,5","76,56","35,6","93,77","91,24","2,74","46,54",0,"11,06","95,26","78,28999999999999",7,"98,67",100,"1,93","17,700000000000003","63,1","0,84","27,75","47,76",error,error,error,"1,44","14,620000000000005","64,74","2,26","14,969999999999999","62,81","1,02","25,489999999999995","60,74",error,error,error,error,28,"85,14"
317,CMC,1,918416,1017043,"4,44","5,26",6,"0,39","51,43","57,47","0,53","57,52",100,"0,43","50,63","75,56","1,15","68,64",100,16,"55,58",100,6,"4,5","-1,86","20,09","7,67","12,42",7,"10,64","67,46000000000001",100,"7,95","66,1",100,"26,74","80,98",100,"13,33","80,52",100,error,"73,03",100,12,"84,48","64,03999999999999","29,2","84,62","43,67","43,7","86,41","70,92",3,"7,67","55,15","96,3","9,01","25,450000000000003",0,"7,68","54,84","98,36","61,25","11,450000000000003","93,23","1,78","29,810000000000002","74,17","0,6","47,64","69,7","90,82","6,340000000000003","83,53999999999999","16,77","25,489999999999995","88,02","6,7","55,77","95,05","5,51","58,54","86,13","0,69","55,31","56,16","0,3","72,25","99,25","22,86","39,66","80,36","3,12","82,71000000000001","43,64","1,92","81,24","46,46","51,65","73,66","83,96000000000001","50,25","49,15","86,87","21,51","19,959999999999994","88,73","1,36","28,439999999999998","98,93","0,11","72,49",100,error,error,error,"1,52","27,03",0,"1,36","28,14","98,93",-1,"57,78","62,67","1,83","31,060000000000002","50,91","4,52","7,540000000000006","41,2",error,error,error,"1,52","29,75","47,48","0,31","78,98","99,94","0,79","41,16","94,15",error,"62,95","74,81",error,"71,49","88,29"
318,CMCO,1,79087,89870,"1,37","1,76",4,"0,23","22,75","84,83","0,46","50,26","46,97","0,62","35,43000000000001","90,57","5,75","14,769999999999996","57,01","3,63","20,86","66,42",6,"1,98","-2,24","5,09","7,94","-2,8500000000000005",7,"7,48","61,7","50,42","3,05","44,97","85,91","4,06","36,76","94,02","1,83","38,22","92,53",error,"70,9","55,22","-9,3",20,"84,99","-22,8","13,120000000000005","80,93","-26,3","14,790000000000006","86,87",1,"52,51","12,060000000000002","78,85","13,18","44,74",0,"52,51","11,969999999999999","78,85","52,74","14,150000000000006","69,1","1,87","44,86","53,25","1,61","33,33","73,68","23,18","29,629999999999995","96,98","17,82","32,39","87,94","39,19","11,64","61,33","21,83","18,299999999999997","57,31","2,17","28,489999999999995","88,48","37,51",0,"75,73","28,27","39,83","86,83","1,72","48,17","78,96000000000001","1,1","47,37","77,38","88,35","62,3","73,03999999999999","49,98","67,91",100,"42,35","19,89","45,44","0,49","12,069999999999993","66,67","0,25","60,4","71,7","14,5","78,95",100,"0,49","10,909999999999997",0,"0,8","23,28","66,86","-1,3","43,01","95,1",error,error,error,"1,17","52,9","69,87",error,error,error,"1,8","13,159999999999997","43,48",error,error,error,error,error,error,error,"32,11","90,28999999999999",error,"41,38","89,45"
319,CMCSA,"4,5",22913998,22026920,"229,27","321,53",4,"0,12","14,689999999999998","89,13","0,35","31,040000000000006","87,1","1,02","19,319999999999993","57,59","2,61","37,13","47,95","4,74","24,17","55,92",7,"1,8","-2,57","5,71","6,16","-0,4500000000000002",8,"17,5","84,38","87,24","12,73","81,42","72,63","15,75","80,62","76,2","5,26","70,33","75,94",error,"71,31","40,44",8,"77,62","76,19","4,8","56,35","79,85","-21,7","27,680000000000007","49,48",5,"16,2","53,05","58,38","13,49","64,89",0,"16,2","54,17","58,38","12,68","52,83","44,58","2,39","39,27","52,73","2,06","46,27","62,84","15,79","47,8","49,31","8,82","57,33","69,04","13,2","52,64","46,8","8,44","55,85","64,02","2,78","41,55","57,99","2,03","31,72","99,72","20,22","51,28","85,46000000000001","1,03","26,75","89,69","1,03","30,760000000000005","89,69",error,error,error,"35,84","81,63","77,38","109,83","58,09","50,78","1,98","47,78","50,42","0,32","51,33","70,37","13,5","83,67","66,26","1,98",42,0,"3,76","69,94","50,44","0,5","82,09","74,31",error,error,error,"1,01","54,86","99,84",error,"65,91","78,08",1,"52,58","69,49","2,27","26,060000000000002","66,28",error,error,error,error,"70,85","64,72",error,"63,33","63,21"
320,CME,1,1708938,1204359,"80,33","82,09",4,"0,46","20,47",100,"0,15","19,03","90,48","0,13","62,22","93,37","0,93","61,92","77,27","15,17","36,77","51,23",3,"0,44","-2,7","1,29","5,4","-4,11",7,"54,48","83,01","87,11","52,47","83,14","73,1","9,1","52,42","66,78","1,57","42,3",100,error,"80,26","86,6","8,3","61,44","63,35","3,7",40,"93,8","-21,1","17,549999999999997",100,1,"32,97","23,450000000000003",72,"30,89","18,89",0,"32,97","23,97",72,"30,36","23,189999999999998","59,25","2,94","27,47","96,94","17,3","18,180000000000007","96,91","36,04",17,"80,7","33,5","19,53","83,81","25,11",28,"79,22","22,28","27,090000000000003","82,76","17,72","18,379999999999995","97,44",5,"19,290000000000006","95,93","36,96","26,730000000000004","75,28","1,01","12,439999999999998","97,7","1,01","14,829999999999998","97,7",error,error,error,39,"60,78","97,24","29,05","29,700000000000003","50,77","1,61","35,81","87,17","0,52","25,319999999999993","68,89","8,8","68,73","90,73","1,61","36,18",0,"2,6","50,14","87,4","-1,8","52,96","92,21",error,error,error,"1,81","38,35","77,86",error,error,error,"1,61","26,430000000000007",87,error,error,error,error,error,error,error,"49,69","96,27",error,"49,77","65,72999999999999"
321,CMG,"2,5",423064,235787,"41,58","44,62",6,"0,29","41,04",100,"0,35","55,78","94,34","1,51","34,03","83,89","2,66","64,53","62,65","544,69","94,61","95,71",8,"8,25","-2,46","14,46","9,43","5,030000000000001",8,"10,93","83,87","40,95","9,88","87,72","90,63","34,13","93,44",100,"11,57","92,46","43,19",error,"75,44","80,53999999999999","10,4","89,62","84,23","18,7","74,27","40,79","26,6","85,14","59,76",2,"59,33","18,519999999999996","93,62","43,83","12,310000000000002",0,"59,33","17,5","93,62","81,3","9,409999999999997","45,62",18,"5,939999999999998","65,22","5,85","9,689999999999998","66,25","82,38","9,840000000000003","44,35","43,96","12,39","56,96","56,77","19,25","78,92","33,5","16,810000000000002","42,29","6,11","11,209999999999994","67,45","4,75","34,370000000000005","99,9","124,88","3,280000000000001","66,85","1,78","74,35","62,65","1,75","76,95","62,65","1,7","96,67","74,28999999999999",4,"83,03999999999999","63,64","9,68","3,3100000000000023",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"18,18","9,489999999999995","78,41","7,23","6,150000000000006","76,61",error,20,"52,65","1,36","37,57","73,28","2,37",34,"94,91","6,92","11,11","46,87",error,"56,1","78,46000000000001",error,"80,25","94,74"
322,CMI,4,1176030,1048967,"33,76","35,35",6,"0,69","37,6","70,93","0,35","18,819999999999993",50,"0,54","31,159999999999997","69,28999999999999","1,2","61,74","77,05","20,55","53,24","94,86",7,"4,21","-2,55","12,68","7,31","5,37",8,"9,76","62,24","81,89","9,32","70,87","82,8","28,1","94,77","62,8","9,92","84,76","63,77",error,"87,25","73,56","2,9","58,49","51,3","4,9","53,69","65,19","26,2","77,34","62,45",5,"15,5","68,14","70,87","12,89","82,4",0,"15,5","68,59","70,87","14,79","68,76","68,52","4,16","23,810000000000002","73,47","1,46","54,8","57,76","17,46","56,68","73,49","13,06","58,33","60,76","11,76","67,16","51,35","9,61","65,39","54,97","1,46",56,"53,54","1,58","63,08","98,25","20,87","59,49","72,01","1,8","45,22","60,63","1,17","40,56","58,47","76,13","70,19","70,67","54,29","77,01","58,15","60,27",error,error,"2,36","70,34","56,18","0,36","40,28","61,4","7,9","71,62","63,02","2,45","67,05",0,"3,47","77,28999999999999","56,21","3,8","98,4",100,"5,75","19,799999999999997","87,46","1,16","60,98","89,09",error,"46,04","49,64","1,14","52,98","78,71000000000001","1,55","52,61","85,19","1,99","42,54","92,98",error,"73,93","75,78",error,"75,03999999999999","46,66"
323,CMP,1,293155,400640,"1,89","2,78",3,"0,02","2,6400000000000006",100,"0,18","11,719999999999999","40,91","3,19","2,3400000000000034",89,"4,83","22,010000000000005","73,85","1,79","3,730000000000004","98,28",5,"1,82","-3,71","4,74","7,81","-3,0699999999999994",7,"10,79","60,53","79,69","-19,95","24,120000000000005",100,"-68,1","19,900000000000006",100,"-8,93","57,9",100,error,"80,49","94,81","-1,7","47,54","70,05","-8,7","27,379999999999995","60,24","-37,7","15,590000000000003","95,5",6,"50,49",error,error,"50,49","7,730000000000004",0,"36,69","21,769999999999996","85,23",error,error,error,"6,44","18,14","76,75","2,14","43,85","55,26","33,86","25,700000000000003","88,35","12,62","41,03","40,33","29,67","25,370000000000005","74,01","14,49","35,39","68,42","3,16","40,48","55,14",error,error,error,"19,42","62,67","54,89","2,72","46,68","76,4","1,07","28,590000000000003","93,5","155,77","18,629999999999995",100,"62,54","29,010000000000005","79,86","51,35","28,36",100,"4,18","70,71000000000001","60,56","1,89","1,230000000000004",56,"1,2","61,04",100,"1,09","26,909999999999997",0,"4,96","70,71000000000001","60,61","-0,1","96,13","96,9","78,06","0,6700000000000017","82,9","3,08","39,89","71,04",error,error,error,"0,94","62,19","63,55",error,error,error,"11,31","1,4300000000000068","47,6",error,"81,74","92,33",error,"33,33","73,78"
324,CMS,1,1748232,1315924,"18,30","31,25",3,"0,01","5,709999999999994",100,"0,2","17,689999999999998","92,86","2,08","14,170000000000002","98,53","4,73","37,12","83,95","2,52","28,760000000000005","80,3",5,"0,87",0,"4,18","3,31","0,8699999999999997",6,"19,52","64,94","82,49","11,86","64,12",100,"15,34","78,17",100,"2,92","49,81",100,error,"40,61","80,68","-0,2","37,57","60,61","3,5","47,85","79,38","17,2","70,2","62,56",3,"20,99","37,61","47,25","22,06","18,620000000000005",0,"22,15","34,55","54,1","54,04","16,599999999999994","86,74","3,12","15,89","67,38","2,49","34,980000000000004","80,73",error,error,error,"11,32","35,25","72,17","19,98","33,260000000000005","63,8","11,63","39,46","65,25","4,24","28,239999999999995","72,13","5,54","31,540000000000006","83,87","28,1","22,450000000000003","91,84","0,76","26,870000000000005","83,05","0,53","17,72","77,94","48,33","23,11",100,"38,69","64,93",100,"55,44","43,45","70,73","2,74","37,92","77,23","0,6","44,32","77,78",7,"58,82","63,43","2,74","34,67",0,"3,86","47,34","77,22","-0,9","59,75","81,36","3,12","28,269999999999996","82,8","56,41","0,5100000000000051","99,08",error,error,error,"1,32","32,760000000000005","47,6",error,error,error,"1,75","32,239999999999995","65,19",error,"41,05","80,67",error,"36,93","72,6"
