-0,0009966540898
-0,0454621149
-0,05921787709
-0,02907769196
-0,08197674419
-0,02278172418
0,02349823322
-0,003363064776
0,02040206263
-0,03192584964
-0,007131395971
0,02852452288
0,007046350766
0,004029390851
0,1370582617
-0,003219575016
-0,06676036543
0,03109118087
-0,04225158271
0,003436004418
0,01116917423
0,03874625005
-0,0209009009
0,05640521959
-0,09927574633
-0,0005571030641
0,007964089198
-0,01122882197
-0,02720834886
-0,003538005022
-0,03905723906
-0,0008631851532
-0,02269692924
-0,02523240372
-0,02161426844
-0,01900722589
0
0,04549703958
-0,07849020846
0,004816955684
-0,02113459399
-0,04400656814
-0,03145523678
-0,03785190442
-0,03451458103
0,005523166616
-0,06371191136
-0,008975366876
-0,000385653683
-0,1153039832
0,0249821556
-0,0114007954
-0,0002567064562
-0,008955223881
-0,09435665914
0,03907590489
-0,007864921351
0,04912663755
-0,00236449618
-0,05242655413
-0,03640326096
-0,008310249307
0,009337860781
-0,04211769337
0,03822113658
-0,03645216476
-0,07281903389
0,0249343832
-0,03793830236
-0,04588796186
-0,09155946443
-0,0154723127
0,05917159763
-0,1275676495
-0,022642591
-0,03157197527
-0,04233761534
-0,03664612561
-0,02826840012
-0,06188297616
-0,06266318538
-0,04523809524
-0,04948680352
-0,004036286616
-0,0824742268
-0,0574071121
-0,05964730127
-0,01177867056
0,01271317829
-0,01868673761
-0,03170981194
0,1474978051
0,02794653706
-0,07193816885
-0,0367278798
-0,005599336375
-0,03256042313
0,005024204195
-0,06583188693
0,0313253012
0,05034880194
-0,01734124215
-0,00979020979
-0,01289918597
-0,01857399641
-0,2139037433
-0,08089453341
0,03366195932
-0,1554959786
0,1325881673
-0,01719320868
-0,06305161808
0,02990654206
-0,01102535832
-0,06340710738
-0,02802944507
0,009893455099
-0,06600955795
-0,03356121815
-0,2724252492
0,08636433989
-0,05297256098
0,01200812858
-0,001691411389
-0,007231224952
-0,07299912049
-0,04930211616
0,02084942085
-0,05523809524
0,00137524558
-0,01191692203
0,07305936073
-0,02604557976
-0,03181855944
0,04024144869
0,02911412113
-0,0713030303
-0,06538461538
-0,003373819163
-0,03584011663
-0,05654281099
0,007970849465
-0,03179972936
-0,02060650052
0,01805154122
0,08115942029
0,06766917293
-0,04927353127
-0,06758007776
-0,03540033262
0,01651773626
-0,006525837482
-0,007936507937
-0,06756884641
-0,0224677489
-0,0209127546
-0,1193162393
0,00464037123
0,08169440242
0,09905518445
-0,04340622929
-0,06117034107
-0,01163200564
-0,0869448183
-0,03409090909
0,02213909614
-0,006472919419
0,03554298364
-0,07835207324
-0,01601866252
0,00756593169
-0,1382326215
-0,03762528913
-0,01770323783
0,2375533428
-0,0824829932
0,005586592179
0,01152530164
0,01135442011
-0,02469398616
-0,02915329893
-0,03465776294
-0,08663564897
0,05623471883
-0,03421396206
0,1163314562
0,003094847988
-0,06917688266
-0,07235930136
0,01082218548
-0,01337272586
-0,06616541353
-0,07210300429
-0,01215370867
0,0555773506
0,03635505194
0,1553867403
-0,0233522946
-0,06764938142
0,09102925119
0,01057019006
0,01350225038
0,04526074123
-0,05371900826
-0,009387153011
0,02957793147
0,02611940299
-0,08111672895
0,05012646585
0,002987012987
-0,08650427913
0,05765199161
-0,007007211538
-0,05273383292
0,07258514796
0,006934125805
-0,1549295775
-0,006321112516
0,1109656301
0,0242186599
0,0001541069502
0,004255319149
-0,06393889798
-0,1160760588
-0,1295822677
0,003092385002
0,08174982912
-0,05283891946
-0,03513716648
-0,02866152549
-0,01433796635
-0,007428744694
-0,03859380971
-0,02057892356
0,0391550747
-0,07111111111
-0,00184885602
-0,05174218633
0,08617856491
-0,09170751634
-0,08378043747
0,1637113764
-0,07923519404
0,05912797992
-0,08648648649
0,006787330317
0,01332312404
-0,01598205613
-0,1099204978
-0,1144310691
-0,01898016997
-0,02300817646
-0,06818181818
0
0,0506897658
-0,05558912387
0,01466836735
-0,01169993118
-0,1195458303
0,01482203303
-0,002761068928
-0,03989745233
-0,05030071077
-0,07161560618
-0,07100757788
-0,02565217391
-0,06070435589
0,02702223797
-0,0491355778
-0,004457248464
0,01662138405
-0,001040943789
-0,09218241042
-0,004834254144
0,09546463685
0,06158583526
-0,01524132091
-0,005949247131
-0,0873797795
-0,03776360961
0,0006433626421
0,01785714286
-0,008258176682
-0,02945817991
0,08498168498
-0,06071492725
0,1182186235
0,003979816644
-0,05010201768
-0,05789473684
-0,1180223285
-0,04160626268
-0,05020369039
-0,02005425305
-0,01140342576
-0,0315749906
-0,07438530968
-0,03017084696
-0,004673539519
-0,0395502751
-0,03846153846
-0,01328671329
-0,04362969753
0,01252681253
0,1142196532
-0,03986847513
-0,0620051671
-0,05814285714
-0,001789213598
-0,01443695861
-0,03561046512
-0,1257892181
-0,01840361763
-0,04513888889
0,05120828539
-0,04441453567
-0,07982984366
-0,06099889458
-0,06765269789
-0,09977230387
-0,01335193304
0,02944071588
0,006794112671
-0,05258474576
-0,0175027066
-0,0007913896803
-0,02846613293
0,00485396956
-0,05384615385
0,05327095752
0,01865398683
-0,04153207199
-0,05190744215
0,2167883212
0,05946212682
-0,05233002292
-0,02071563089
0,00895790956
-0,1047747748
-0,04490947169
-0,04610169492
0,01748060745
0,00761819404
-0,007902568335
0,03633870415
-0,106888361
0,06303236797
0,03292560493
-0,009259259259
0,009126565093
-0,002414292612
-0,03552077062
-0,05206308058
0,01455604076
0,07270497547
-0,03317285994
-0,2106269113
-0,03218558329
-0,01311381258
-0,005359056806
-0,02025100667
0,01680969654
-0,02783442088
-0,08036348147
-0,1280704726
-0,0717643372
0,0186010761
-0,0009905894007
-0,2952952953
-0,0733105501
-0,09577074678
0,04813422042
-0,07684580613
-0,04142173616
0,001235439463
-0,02888888889
-0,04886764833
-0,05355493998
-0,02439716312
-0,01848821153
0,04089290869
0,004582951421
-0,007077387168
-0,00664727877
0,01366336634
0,004788507582
-0,009862444848
0,09271523179
-0,03528861884
-0,001468644441
0,02871621622
0,01252390647
0,01081236245
0,0412737672
-0,04322370799
0,01561065197
0,003712543092
-0,0237211554
-0,02342812787
0,01452969666
0,01997976732
-0,07880232385
-0,1032042308
0,03863542951
-0,03567717354
0,05320435308
-0,07377342724
-0,02536997886
0,1227724274
0,09910060657
-0,02029121409
0,003531707922
-0,03110289173
-0,05601357905
-0,01670498803
-0,03205359072
-0,05619781631
-0,0076629681
-0,006781485468
-0,05391738359
-0,03475033738
-0,1568368157
-0,01731301939
-0,1176634214
-0,06947483589
0,04238052299
0,042699603
-0,03542743976
0,2090007628
-0,05376275101
0,1118326118
0,03037817731
-0,07421036492
0,04714640199
0,006823351024
0,04022403259
0,1190324634
-0,1011804384
-0,0358649789
0,02544440572
0,1372869484
-0,004084518105
-0,06064490681
-0,05402376149
0,01146179402
-0,02557561206
-0,03471046393
0,002080792136
0,01459566075
0,1013752456
0,1590961761
0,1605090312
-0,02834152883
0,0420969023
-0,06079214001
0,004629306535
-0,04834970747
-0,02725711299
-0,01151631478
-0,01374269006
-0,02126278202
-0,00698708448
-0,1098406748
-0,03087992805
0,04317599707
0,000501002004
0,05300632911
-0,002659353445
-0,007105943152
-0,03501469148
-0,01040988939
-0,05623365301
-0,02964705882
0,009937288953
-0,04587840358
-0,02450612653
-0,02254828815
-0,0702482575
-0,051572066
-0,02994011976
0,04620364921
-0,1055190858
-0,04882390337
0,05942658558
-0,002431754001
